SetFilter	SetFilter	RangeFilter	RangeFilter	RangeFilter	SetFilter	SetFilter	SetFilter	SetFilter	SetFilter	RangeFilter	Unit	Value	Value	Value	Value	Value	Value	Value	Value
ObsName	ObsGroup	X[m]	Y[m]	Z[m]	ConductivityZone	Layer	GageType	GageMeasurement	Species	Time[day]	Unit	Calc.	Obs.	Residual	TargetResidual	NormalizedCalc.	NormalizedObs.	NormalizedResidual	NormalizedTargetResidual
2801/A	IrrigationSaltObs	461944.4383	4327896.807	-4.580469	1	3	None	Concentration	Chloride	10585	mg/L	48.7233980093807	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2802/A	IrrigationSaltObs	462951.4224	4328592.888	-5.274344	1	3	None	Concentration	Chloride	10585	mg/L	40.6871690936922	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2803/A	IrrigationSaltObs	462656.3017	4330977.702	-5.14265	1	2	None	Concentration	Chloride	10585	mg/L	30.7272802320754	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2804/A	IrrigationSaltObs	463244.2566	4331072.577	-6.511713	1	3	None	Concentration	Chloride	10585	mg/L	155.390652052704	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2805/A	IrrigationSaltObs	463071.7797	4331455.663	-5.996724	1	3	None	Concentration	Chloride	10585	mg/L	161.141936623541	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2806/A	IrrigationSaltObs	462619.0904	4331433.266	-4.842101	1	3	None	Concentration	Chloride	10585	mg/L	20.1498602832531	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2807/A	IrrigationSaltObs	458867.3429	4333675.066	-2.227407	1	3	None	Concentration	Chloride	10585	mg/L	15.0000074670144	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2808/A	IrrigationSaltObs	460909.2767	4335705.763	-4.913079	1	3	None	Concentration	Chloride	10585	mg/L	15.8494903975479	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2810/A	IrrigationSaltObs	458166.3758	4335507.286	-3.498417	1	3	None	Concentration	Chloride	10585	mg/L	15.0005376666223	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2811/A	IrrigationSaltObs	459770.9228	4337221.377	-3.260187	1	3	None	Concentration	Chloride	10585	mg/L	78.2295589026308	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2812/A	IrrigationSaltObs	456459.49	4339918.444	-4.402609	1	3	None	Concentration	Chloride	10585	mg/L	34.690873143901	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2813/A	IrrigationSaltObs	455558.0569	4340589.914	-4.969889	1	3	None	Concentration	Chloride	10585	mg/L	15.6682405660768	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2829/A	IrrigationSaltObs	456042.1679	4342626.053	-4.991369	1	3	None	Concentration	Chloride	10585	mg/L	17.6160759504545	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2830/A	IrrigationSaltObs	457120.7151	4341854.651	-5.523475	1	3	None	Concentration	Chloride	10585	mg/L	35.3731497809061	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2831/A	IrrigationSaltObs	456637.4536	4340467.155	-4.928412	1	3	None	Concentration	Chloride	10585	mg/L	694.10245460354	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2832/A	IrrigationSaltObs	456921.556	4340617.369	-5.009344	1	3	None	Concentration	Chloride	10585	mg/L	929.714765272835	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2833/A	IrrigationSaltObs	457665.2221	4339933.735	-2.520397	1	3	None	Concentration	Chloride	10585	mg/L	15.000999449403	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2834/A	IrrigationSaltObs	458862.0123	4339571.179	-3.583901	1	3	None	Concentration	Chloride	10585	mg/L	15.0054242875725	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2835/A	IrrigationSaltObs	460160.5618	4339164.991	-5.399377	1	3	None	Concentration	Chloride	10585	mg/L	1233.66506152447	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2836/A	IrrigationSaltObs	460320.4462	4338548.569	-4.842866	1	3	None	Concentration	Chloride	10585	mg/L	1305.36229856541	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2908/A	IrrigationSaltObs	454679.151	4342585.904	-5.715103	1	3	None	Concentration	Chloride	10585	mg/L	1492.94171295737	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2909/A	IrrigationSaltObs	454716.5805	4341988.357	-4.875322	1	2	None	Concentration	Chloride	10585	mg/L	47.7385885349854	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2910/A	IrrigationSaltObs	455874.5702	4341079.125	-4.974936	1	3	None	Concentration	Chloride	10585	mg/L	16.1956440958485	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2911/A	IrrigationSaltObs	454193.8344	4341476.824	-4.504099	1	3	None	Concentration	Chloride	10585	mg/L	15.0193487425833	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2912/A	IrrigationSaltObs	453831.764	4341274.286	-4.007875	1	3	None	Concentration	Chloride	10585	mg/L	14.9482544038812	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2915/A	IrrigationSaltObs	453105.5524	4340969.183	-2.936796	1	3	None	Concentration	Chloride	10585	mg/L	14.8281805634292	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2926/A	IrrigationSaltObs	452884.5497	4340684.665	-2.109071	1	3	None	Concentration	Chloride	10585	mg/L	14.6885248758097	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2930/A	IrrigationSaltObs	459025.7858	4338866.46	-3.630916	1	3	None	Concentration	Chloride	10585	mg/L	67.6840053543535	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2931/A	IrrigationSaltObs	460679.0957	4337218.504	-3.088068	1	3	None	Concentration	Chloride	10585	mg/L	15.4708289026964	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2932/A	IrrigationSaltObs	458200.9648	4336308.432	-3.386235	1	3	None	Concentration	Chloride	10585	mg/L	15.0000771338062	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2940/A	IrrigationSaltObs	461331.9013	4333510.749	-5.802387	1	3	None	Concentration	Chloride	10585	mg/L	23.4718299182119	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2941/A	IrrigationSaltObs	461214.8705	4332639.127	-4.257684	1	3	None	Concentration	Chloride	10585	mg/L	17.9208679113063	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2942/A	IrrigationSaltObs	461211.1636	4333120.362	-5.059697	1	3	None	Concentration	Chloride	10585	mg/L	93.6918473682906	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2943/A	IrrigationSaltObs	462420.3851	4331960.788	-4.701215	1	3	None	Concentration	Chloride	10585	mg/L	36.9927292496122	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2944/A	IrrigationSaltObs	460918.7232	4332732.719	-4.875654	1	3	None	Concentration	Chloride	10585	mg/L	28.1398463136717	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2952/A	IrrigationSaltObs	462095.332	4331334.69	-3.962609	1	3	None	Concentration	Chloride	10585	mg/L	15.0336838333725	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2953/A	IrrigationSaltObs	462850.6762	4331690.153	-5.572544	1	2	None	Concentration	Chloride	10585	mg/L	124.921191711691	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2963/A	IrrigationSaltObs	463439.2537	4328810.655	-5.957284	1	3	None	Concentration	Chloride	10585	mg/L	1347.70474383477	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
59727/A	DoverSaltObs	458465.5	4337384	-4.135	1	3	None	Concentration	Chloride	10585	mg/L	15.0371994210521	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85020/A	DoverSaltObs	458505	4338401	-3.91	1	3	None	Concentration	Chloride	10585	mg/L	16.0130889095023	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85021/A	DoverSaltObs	458605	4338200	-3.975	1	3	None	Concentration	Chloride	10585	mg/L	21.4377960685501	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85022/A	DoverSaltObs	459018	4337221	-4.19	1	3	None	Concentration	Chloride	10585	mg/L	15.6647299594769	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85023/A	DoverSaltObs	459268	4336556	-4.32	1	3	None	Concentration	Chloride	10585	mg/L	15.0099734164394	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85025/A	DoverSaltObs	457943.5	4338965	-4.05	1	3	None	Concentration	Chloride	10585	mg/L	15.0005863093909	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie31-07/A	DGS_WiCCED_ObsWells	457650	4339591	0.58	1	2	None	Flow	Head	10585	m	3.37778039885633	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-02/A	DGS_WiCCED_ObsWells	458418	4340071	1.8	1	1	None	Flow	Head	10585	m	3.09387633773671	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-07/A	DGS_WiCCED_ObsWells	459474	4339415	-4.57	1	2	None	Flow	Head	10585	m	1.79205549967224	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-07/A	DGS_WiCCED_ObsWells	460044	4337681	-4.3	1	3	None	Flow	Head	10585	m	-0.910643796975915	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-09/A	DGS_WiCCED_ObsWells	460848	4338543	-11.66	1	4	None	Flow	Head	10585	m	0.329226242956883	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-14/A	DGS_WiCCED_ObsWells	460846	4338547	-0.71	1	1	None	Flow	Head	10585	m	0.330022075038686	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-03/A	DGS_WiCCED_ObsWells	461172	4338218	-7.52	1	3	None	Flow	Head	10585	m	-0.0619029581513714	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-07/A	DGS_WiCCED_ObsWells	461629	4337534	-0.29	1	1	None	Flow	Head	10585	m	0.611674801964483	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-11/A	DGS_WiCCED_ObsWells	461247	4338390	-6.78	1	3	None	Flow	Head	10585	m	-0.264765724540471	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-12/A	DGS_WiCCED_ObsWells	461387	4339011	-12.74	1	4	None	Flow	Head	10585	m	0.0125274281125894	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-13/A	DGS_WiCCED_ObsWells	461580	4338881	-1.15	2	1	None	Flow	Head	10585	m	-0.019627221161348	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-14/A	DGS_WiCCED_ObsWells	461592	4338906	-0.93	2	1	None	Flow	Head	10585	m	0.013898754469534	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-15/A	DGS_WiCCED_ObsWells	460856	4336690	-3.47	1	3	None	Flow	Head	10585	m	1.76461820449015	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-16/A	DGS_WiCCED_ObsWells	460064	4335673	-6.96	1	4	None	Flow	Head	10585	m	2.15459636830607	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie55-03/A	DGS_WiCCED_ObsWells	462607	4336235	-3.74	1	2	None	Flow	Head	10585	m	1.59803997977757	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2718/A	IrrigationSaltObs	461412.2428	4327578.222	-5.369485	1	3	None	Concentration	Chloride	10950	mg/L	843.76295096566	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2719/A	IrrigationSaltObs	462777.4982	4326960.429	-6.092845	1	3	None	Concentration	Chloride	10950	mg/L	20.4908736584476	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2720/A	IrrigationSaltObs	462389.9725	4328358.525	-4.709344	1	3	None	Concentration	Chloride	10950	mg/L	16.8871548309399	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2721/A	IrrigationSaltObs	462567.0397	4327690.122	-5.116992	1	3	None	Concentration	Chloride	10950	mg/L	15.3292347241273	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2722/A	IrrigationSaltObs	463348.9185	4328267.991	-5.621007	1	3	None	Concentration	Chloride	10950	mg/L	17.3568555537615	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2723/A	IrrigationSaltObs	462003.266	4327315.258	-5.791851	1	3	None	Concentration	Chloride	10950	mg/L	419.05413783057	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2724/A	IrrigationSaltObs	462670.5613	4328726.014	-4.997297	1	2	None	Concentration	Chloride	10950	mg/L	43.575221685928	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2725/A	IrrigationSaltObs	461912.3593	4330249.241	-3.777174	1	3	None	Concentration	Chloride	10950	mg/L	15.0488388700044	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2726/A	IrrigationSaltObs	461195.1208	4328784.171	-3.565586	1	3	None	Concentration	Chloride	10950	mg/L	22.4986788006423	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2727/A	IrrigationSaltObs	462750.0918	4329808.284	-4.95057	1	3	None	Concentration	Chloride	10950	mg/L	2268.28071274842	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2728/A	IrrigationSaltObs	460871.5955	4332166.449	-4.24318	1	3	None	Concentration	Chloride	10950	mg/L	67.1142639129294	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2729/A	IrrigationSaltObs	458563.9337	4334593.304	-2.202337	1	3	None	Concentration	Chloride	10950	mg/L	15.0000441559196	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2730/A	IrrigationSaltObs	461994.9319	4330880.609	-3.845695	1	3	None	Concentration	Chloride	10950	mg/L	15.0195450120475	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2731/A	IrrigationSaltObs	457780.7617	4334765.595	-3.166773	1	3	None	Concentration	Chloride	10950	mg/L	14.9999999390812	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2732/A	IrrigationSaltObs	460936.6531	4334875.669	-6.312921	1	3	None	Concentration	Chloride	10950	mg/L	1885.64603350306	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2733/A	IrrigationSaltObs	460063.9103	4334432.631	-4.3968	1	2	None	Concentration	Chloride	10950	mg/L	247.584067425694	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2734/A	IrrigationSaltObs	460316.5256	4336395.516	-3.347397	1	3	None	Concentration	Chloride	10950	mg/L	15.0017193495197	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2735/A	IrrigationSaltObs	459355.4548	4334391.883	-2.600706	1	2	None	Concentration	Chloride	10950	mg/L	15.116508765965	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2736/A	IrrigationSaltObs	456096.6765	4340828.816	-5.329345	1	3	None	Concentration	Chloride	10950	mg/L	43.3534001897611	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2739/A	IrrigationSaltObs	459201.9391	4337923.092	-3.647995	1	3	None	Concentration	Chloride	10950	mg/L	542.14112267457	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2741/A	IrrigationSaltObs	455323.0735	4342945.421	-5.603173	1	3	None	Concentration	Chloride	10950	mg/L	18.6027719177454	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2753/A	IrrigationSaltObs	456822.2385	4341470.586	-5.408768	1	3	None	Concentration	Chloride	10950	mg/L	86.0361576894595	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2754/A	IrrigationSaltObs	456481.3873	4340994.578	-5.335289	1	2	None	Concentration	Chloride	10950	mg/L	552.468773621553	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2756/A	IrrigationSaltObs	457117.4575	4340123.048	-3.46957	1	3	None	Concentration	Chloride	10950	mg/L	15.3177559590383	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2757/A	IrrigationSaltObs	459861.1556	4338952.498	-4.962679	1	3	None	Concentration	Chloride	10950	mg/L	460.590642659049	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2758/A	IrrigationSaltObs	459622.064	4339842.868	-4.234622	1	2	None	Concentration	Chloride	10950	mg/L	19.3163844636377	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2759/A	IrrigationSaltObs	460640.4226	4339273.945	-5.886083	1	2	None	Concentration	Chloride	10950	mg/L	3041.70946184022	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2761/A	IrrigationSaltObs	461790.9104	4338160.1	-5.805945	1	3	None	Concentration	Chloride	10950	mg/L	2391.19461742026	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2762/A	IrrigationSaltObs	461252.7615	4338389.832	-5.546266	1	3	None	Concentration	Chloride	10950	mg/L	1580.63193178293	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2799/A	IrrigationSaltObs	461453.5943	4327966.843	-4.132318	1	3	None	Concentration	Chloride	10950	mg/L	145.927379250003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2800/A	IrrigationSaltObs	462215.393	4327836.282	-4.782386	1	3	None	Concentration	Chloride	10950	mg/L	29.852843565366	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2801/A	IrrigationSaltObs	461944.4383	4327896.807	-4.580469	1	3	None	Concentration	Chloride	10950	mg/L	62.4166021485937	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2802/A	IrrigationSaltObs	462951.4224	4328592.888	-5.274344	1	3	None	Concentration	Chloride	10950	mg/L	43.69843094639	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2803/A	IrrigationSaltObs	462656.3017	4330977.702	-5.14265	1	2	None	Concentration	Chloride	10950	mg/L	31.1045875845297	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2804/A	IrrigationSaltObs	463244.2566	4331072.577	-6.511713	1	3	None	Concentration	Chloride	10950	mg/L	171.136906993236	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2805/A	IrrigationSaltObs	463071.7797	4331455.663	-5.996724	1	3	None	Concentration	Chloride	10950	mg/L	174.45433478669	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2806/A	IrrigationSaltObs	462619.0904	4331433.266	-4.842101	1	3	None	Concentration	Chloride	10950	mg/L	20.5895677592223	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2807/A	IrrigationSaltObs	458867.3429	4333675.066	-2.227407	1	3	None	Concentration	Chloride	10950	mg/L	15.0000109688663	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2808/A	IrrigationSaltObs	460909.2767	4335705.763	-4.913079	1	3	None	Concentration	Chloride	10950	mg/L	16.1051955098163	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2810/A	IrrigationSaltObs	458166.3758	4335507.286	-3.498417	1	3	None	Concentration	Chloride	10950	mg/L	15.0008912593465	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2811/A	IrrigationSaltObs	459770.9228	4337221.377	-3.260187	1	3	None	Concentration	Chloride	10950	mg/L	82.4303135060011	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2812/A	IrrigationSaltObs	456459.49	4339918.444	-4.402609	1	3	None	Concentration	Chloride	10950	mg/L	37.0197622023178	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2813/A	IrrigationSaltObs	455558.0569	4340589.914	-4.969889	1	3	None	Concentration	Chloride	10950	mg/L	15.8159770380184	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2829/A	IrrigationSaltObs	456042.1679	4342626.053	-4.991369	1	3	None	Concentration	Chloride	10950	mg/L	17.9587518926371	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2830/A	IrrigationSaltObs	457120.7151	4341854.651	-5.523475	1	3	None	Concentration	Chloride	10950	mg/L	42.585265168363	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2831/A	IrrigationSaltObs	456637.4536	4340467.155	-4.928412	1	3	None	Concentration	Chloride	10950	mg/L	742.858477678558	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2832/A	IrrigationSaltObs	456921.556	4340617.369	-5.009344	1	3	None	Concentration	Chloride	10950	mg/L	991.689855345081	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2833/A	IrrigationSaltObs	457665.2221	4339933.735	-2.520397	1	3	None	Concentration	Chloride	10950	mg/L	15.0010019528444	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2834/A	IrrigationSaltObs	458862.0123	4339571.179	-3.583901	1	3	None	Concentration	Chloride	10950	mg/L	15.0061154853583	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2835/A	IrrigationSaltObs	460160.5618	4339164.991	-5.399377	1	3	None	Concentration	Chloride	10950	mg/L	1365.02866439674	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2836/A	IrrigationSaltObs	460320.4462	4338548.569	-4.842866	1	3	None	Concentration	Chloride	10950	mg/L	1350.97305578811	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2908/A	IrrigationSaltObs	454679.151	4342585.904	-5.715103	1	3	None	Concentration	Chloride	10950	mg/L	1511.78028079311	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2909/A	IrrigationSaltObs	454716.5805	4341988.357	-4.875322	1	2	None	Concentration	Chloride	10950	mg/L	48.2555467300475	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2910/A	IrrigationSaltObs	455874.5702	4341079.125	-4.974936	1	3	None	Concentration	Chloride	10950	mg/L	16.2355844273394	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2911/A	IrrigationSaltObs	454193.8344	4341476.824	-4.504099	1	3	None	Concentration	Chloride	10950	mg/L	15.0193467470948	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2912/A	IrrigationSaltObs	453831.764	4341274.286	-4.007875	1	3	None	Concentration	Chloride	10950	mg/L	14.9469288579194	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2915/A	IrrigationSaltObs	453105.5524	4340969.183	-2.936796	1	3	None	Concentration	Chloride	10950	mg/L	14.8255116470397	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2926/A	IrrigationSaltObs	452884.5497	4340684.665	-2.109071	1	3	None	Concentration	Chloride	10950	mg/L	14.6845639182682	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2930/A	IrrigationSaltObs	459025.7858	4338866.46	-3.630916	1	3	None	Concentration	Chloride	10950	mg/L	69.1290812758569	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2931/A	IrrigationSaltObs	460679.0957	4337218.504	-3.088068	1	3	None	Concentration	Chloride	10950	mg/L	15.5687430976855	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2932/A	IrrigationSaltObs	458200.9648	4336308.432	-3.386235	1	3	None	Concentration	Chloride	10950	mg/L	15.0000944683944	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2940/A	IrrigationSaltObs	461331.9013	4333510.749	-5.802387	1	3	None	Concentration	Chloride	10950	mg/L	26.5146889257607	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2941/A	IrrigationSaltObs	461214.8705	4332639.127	-4.257684	1	3	None	Concentration	Chloride	10950	mg/L	18.7636739546002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2942/A	IrrigationSaltObs	461211.1636	4333120.362	-5.059697	1	3	None	Concentration	Chloride	10950	mg/L	108.509890641473	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2943/A	IrrigationSaltObs	462420.3851	4331960.788	-4.701215	1	3	None	Concentration	Chloride	10950	mg/L	37.677601523227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2944/A	IrrigationSaltObs	460918.7232	4332732.719	-4.875654	1	3	None	Concentration	Chloride	10950	mg/L	40.0307983460653	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2952/A	IrrigationSaltObs	462095.332	4331334.69	-3.962609	1	3	None	Concentration	Chloride	10950	mg/L	15.0347745352211	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2953/A	IrrigationSaltObs	462850.6762	4331690.153	-5.572544	1	2	None	Concentration	Chloride	10950	mg/L	139.255368408514	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2963/A	IrrigationSaltObs	463439.2537	4328810.655	-5.957284	1	3	None	Concentration	Chloride	10950	mg/L	1449.86828886355	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
59727/A	DoverSaltObs	458465.5	4337384	-4.135	1	3	None	Concentration	Chloride	10950	mg/L	15.0383966576595	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85020/A	DoverSaltObs	458505	4338401	-3.91	1	3	None	Concentration	Chloride	10950	mg/L	16.0074279055956	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85021/A	DoverSaltObs	458605	4338200	-3.975	1	3	None	Concentration	Chloride	10950	mg/L	21.476577434934	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85022/A	DoverSaltObs	459018	4337221	-4.19	1	3	None	Concentration	Chloride	10950	mg/L	15.7131838860064	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85023/A	DoverSaltObs	459268	4336556	-4.32	1	3	None	Concentration	Chloride	10950	mg/L	15.0110120192703	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85025/A	DoverSaltObs	457943.5	4338965	-4.05	1	3	None	Concentration	Chloride	10950	mg/L	15.0005875497099	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie31-07/A	DGS_WiCCED_ObsWells	457650	4339591	0.58	1	2	None	Flow	Head	10950	m	3.34305003695848	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-02/A	DGS_WiCCED_ObsWells	458418	4340071	1.8	1	1	None	Flow	Head	10950	m	3.0676091332591	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-07/A	DGS_WiCCED_ObsWells	459474	4339415	-4.57	1	2	None	Flow	Head	10950	m	1.7717308125535	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-07/A	DGS_WiCCED_ObsWells	460044	4337681	-4.3	1	3	None	Flow	Head	10950	m	-1.00446217234488	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
